player_id,first_name,last_name,country,dob,turned_pro,weight,height,birth_city,birth_country,hand,backhand,coach
m155,Martin,Mulligan,ITA,19401018.0,,,,Marrickville,,right-handed,unknown backhand,
l117,Premjit,Lall,IND,19401020.0,,,,Calcutta,India,right-handed,unknown backhand,
y015,Keishiro,Yanagi,JPN,19410224.0,,,,Kurume City,Japan,right-handed,unknown backhand,
s244,Colin,Stubs,AUS,19410227.0,,,,Melbourne,Australia,right-handed,unknown backhand,
m135,Jose Edison,Mandarino,BRA,19410326.0,,66.0,173.0,Jaguarao,Brazil,right-handed,unknown backhand,
d082,Cliff,Drysdale,RSA,19410526.0,,76.0,188.0,Nelspruit,South Africa,right-handed,unknown backhand,
e037,Harald,Elschenbroich,GER,19410619.0,,,,Monchen-Gladbach,Germany,right-handed,unknown backhand,
b122,Pierre,Barthes,FRA,19410913.0,,,,Beziens,France,right-handed,unknown backhand,
,Roger,Taylor,GBR,19411014.0,,,183.0,,,left-handed,unknown backhand,
w089,Isao,Watanabe,JPN,19411123.0,,,,Tokyo,Japan,right-handed,unknown backhand,
r055,Marty,Riessen,USA,19411204.0,,79.0,185.0,Hinsdale,USA,right-handed,unknown backhand,
e035,Tom,Edlefsen,USA,19411212.0,,73.0,188.0,Albany,CA,right-handed,one-handed backhand,
j031,Francois,Jauffret,FRA,19420209.0,,75.0,180.0,Bordeaux,France,right-handed,unknown backhand,
,Billy,Higgins,USA,19420402.0,,,,,,right-handed,unknown backhand,
g304,Juan,Gisbert,ESP,19740413.0,1992.0,94.0,198.0,Frankfurt,Germany,right-handed,unknown backhand,
r078,Terry,Ryan,RSA,19420427.0,,,,Johannesburg,South Africa,right-handed,unknown backhand,
f079,Frank,Froehling,USA,19420519.0,,77.0,191.0,San Diego,CA,right-handed,unknown backhand,
m111,Frew,Mcmillan,RSA,19420520.0,,76.0,183.0,Springs,South Africa,right-handed,unknown backhand,
f109,Herb,Fitzgibbon,USA,19420714.0,,,,Garden City,U.S.A.,right-handed,unknown backhand,
r064,Dennis,Ralston,USA,19420727.0,,77.0,188.0,Bakersfield,USA,right-handed,unknown backhand,
k099,Jan,Kukal,CZE,19420913.0,,,,Bratislava,Czechoslovakia,right-handed,unknown backhand,
b119,Jean Claude,Barclay,FRA,19421230.0,,,,,,right-handed,unknown backhand,
b205,Bailey,Brown,USA,19430615.0,,,,Bronxville,U.S.A.,right-handed,unknown backhand,
c090,Mark,Cox,GBR,19430705.0,,,185.0,Leicester,England,left-handed,unknown backhand,
a063,Arthur,Ashe,USA,19430710.0,1969.0,73.0,185.0,Richmond,VA,right-handed,one-handed backhand,Dr. Johnson
d054,Owen,Davidson,AUS,19431004.0,,82.0,185.0,Melbourne,Australia,left-handed,unknown backhand,
h059,Milan,Holecek,CZE,19431023.0,,88.0,191.0,Pardubice,Czechoslovakia,right-handed,unknown backhand,
c170,Daniel,Contet,FRA,19431103.0,,,,Le Raincy,France,right-handed,unknown backhand,
g079,Clark,Graebner,USA,19431104.0,,80.0,188.0,Cleveland,OH,right-handed,unknown backhand,
b224,Bill,Bowrey,AUS,19431225.0,,,,Sydney,Australia,right-handed,unknown backhand,
b233,Szabolcz,Baranyi,HUN,19440131.0,,,,Nagyvarad,Hungary,right-handed,unknown backhand,
p072,Charlie,Pasarell,USA,19440212.0,1968.0,,185.0,Santurce,Puerto Rico,right-handed,unknown backhand,
d081,Roger,Dowdeswell,ZIM,19440216.0,,,,Nairobi,Kenya,right-handed,unknown backhand,
s146,Nicola,Spear,SRB,19440222.0,,,,Subotica,Serbia,right-handed,unknown backhand,
o032,Tom,Okker,NED,19440222.0,1968.0,,178.0,Amsterdam,The Netherlands,right-handed,one-handed backhand,
p081,Hans Joachim,Ploetz,GER,19440226.0,,,,Berlin,Germany,right-handed,unknown backhand,
p100,Frantisek,Pala,CZE,19440328.0,,,,Czechoslovakia,,left-handed,unknown backhand,
n044,John,Newcombe,AUS,19440523.0,1967.0,82.0,183.0,,,right-handed,unknown backhand,
c088,Patricio,Cornejo,CHI,19440606.0,,75.0,180.0,Llolleo,Chile,right-handed,unknown backhand,
b229,Patrice,Beust,FRA,19440903.0,,72.0,170.0,Bois-le-Roi,France,right-handed,unknown backhand,
c093,Dick,Crealy,AUS,19440918.0,,,191.0,,,right-handed,unknown backhand,
d076,Colin,Dibley,AUS,19440919.0,,86.0,188.0,Sydney, Australia,right-handed,unknown backhand,
m271,Alex,Metreveli,GEO,19441102.0,,,,Tbilisi,Georgia,right-handed,unknown backhand,
b134,William,Brown,USA,19450114.0,,,,Omaha,U.S.A.,right-handed,unknown backhand,
o046,Jim,Osborne,USA,19450201.0,,75.0,185.0,Honolulu,U.S.A.,right-handed,unknown backhand,
b120,Tony,Bardsley,CAN,19450209.0,,,,St. Jean,Canada,right-handed,unknown backhand,
b136,Peter,Burwash,CAN,19450210.0,,75.0,175.0,Brockville,Canada,right-handed,unknown backhand,
k045,Nicholas,Kalogeropoulos,GRE,19450218.0,,,,Costa Rica,,right-handed,unknown backhand,
,Ove,Bengtson,SWE,19450405.0,,,196.0,,,right-handed,unknown backhand,
k036,Thomaz,Koch,BRA,19450511.0,,,,Porto Alegre,Brazil,left-handed,unknown backhand,
r073,Tony,Roche,AUS,19450517.0,,79.0,178.0,Wagga Wagga,Australia,left-handed,unknown backhand,
b125,Mike,Belkin,CAN,19450629.0,,,,,,right-handed,unknown backhand,
l066,Joaquin,Loyo Mayo,MEX,19450816.0,,,,Vera Cruz,Mexico,right-handed,unknown backhand,
c172,Peter,Curtis,GBR,19450829.0,,,,Woking,England,right-handed,unknown backhand,
r077,Richard,Russell,JAM,19450908.0,,,,,,right-handed,unknown backhand,
s148,Allan,Stone,AUS,19451014.0,,,,Launceston,Australia,right-handed,unknown backhand,
s147,Graham,Stilwell,GBR,19451115.0,,,173.0,Denham,England,right-handed,unknown backhand,
r069,Robert,Rheinberger,AUS,19451118.0,,,,,,right-handed,unknown backhand,
b244,Chris,Bovett,GBR,19451225.0,,,,West Hagley,England,right-handed,unknown backhand,
k054,Jun,Kuki,JPN,19451228.0,,,,Yokkaichi,Japan,right-handed,unknown backhand,
a056,Terry,Addison,AUS,19460111.0,0.0,77.0,180.0,Wondai,Australia,right-handed,unknown backhand,
k047,Ray,Keldie,AUS,19460117.0,,,,,,right-handed,unknown backhand,
c169,John,Clifton,GBR,19460219.0,,,,Leeds,England,right-handed,unknown backhand,
k049,Jan,Kodes,CZE,19460301.0,,81.0,175.0,Prague,Czech Republic,right-handed,unknown backhand,
r076,Ray,Ruffels,AUS,19460323.0,,,,Sydney,Australia,right-handed,unknown backhand,
f024,Jaime,Fillol,CHI,19460603.0,1968.0,73.0,180.0,Santiago,Chile,right-handed,unknown backhand,
s082,Sherwood,Stewart,USA,19460606.0,,84.0,188.0,Goose Creek,TX,right-handed,unknown backhand,
s139,Butch,Seewagen,USA,19460613.0,,79.0,188.0,New York,U.S.A.,right-handed,unknown backhand,
m152,Ivan,Molina,COL,19460616.0,,,,Bogota,Colombia,left-handed,unknown backhand,
n008,Ilie,Nastase,ROU,19460719.0,1969.0,75.0,183.0,Bucharest,Romania,right-handed,unknown backhand,
m140,Robert,Maud,RSA,19460812.0,,78.0,180.0,Johannesburg,South Africa,right-handed,unknown backhand,
m118,Raymond,Moore,RSA,19460824.0,,75.0,183.0,Johannesburg,South Africa,right-handed,unknown backhand,
g068,Julian,Ganzabal,ARG,19460825.0,,,,,,right-handed,unknown backhand,
h127,Patrick,Hombergen,BEL,19460908.0,,,,,,right-handed,unknown backhand,
,Steve,Turner,USA,19461017.0,,,,,,right-handed,unknown backhand,
c171,John,Cooper,AUS,19461104.0,,,,,,right-handed,unknown backhand,
s060,Stan,Smith,USA,19461214.0,,84.0,193.0,Pasadena,CA,right-handed,unknown backhand,
g078,Tom,Gorman,USA,19460119.0,,75.0,180.0,Seattle,WA,right-handed,unknown backhand,
r071,Cliff,Richey,USA,19461231.0,1964.0,77.0,175.0,San Angelo,U.S.A.,right-handed,one-handed backhand,
c083,Jean Baptiste,Chanfreau,FRA,19470117.0,,,,Chanzy,Algeria,right-handed,unknown backhand,
z023,Vladimir,Zednik,CZE,19470201.0,,,,Prague,Czechoslovakia,right-handed,unknown backhand,
o045,Guillermo,Oropez,USA,19470207.0,,,,Montclair,USA,right-handed,unknown backhand,
n043,Armistead,Neely,USA,19470319.0,1970.0,75.0,183.0,Mobile,USA,right-handed,one-handed backhand,"Mr. Vernon Marcum, Mr. Bill Lufler"
c091,Pat,Cramer,RSA,19470321.0,,,,Transvaal,South Africa,right-handed,unknown backhand,
b121,Roy,Barth,USA,19470330.0,,68.0,175.0,San Diego,CA,right-handed,unknown backhand,
p070,Onny,Parun,NZL,19470415.0,,76.0,188.0,Wellington,New Zealand,right-handed,unknown backhand,
h064,Humphrey,Hose,VEN,19470504.0,,,,Willemstad,Curacao,right-handed,unknown backhand,
p082,Hans Jurgen,Pohmann,GER,19470523.0,,,178.0,Cologne,Germany,right-handed,unknown backhand,
b179,Dan,Bleckinger,USA,19470527.0,,,,Oshkosh,U.S.A.,right-handed,unknown backhand,
b124,Gerald,Battrick,GBR,19470527.0,,66.0,178.0,Bridgend,Great Britain,right-handed,unknown backhand,
f069,Steve,Faulk,USA,19470601.0,,,,New Orleans,USA,right-handed,unknown backhand,
f074,Zeljko,Franulovic,CRO,19470613.0,1969.0,,,Split,Croatia,right-handed,one-handed backhand,
s230,Peter,Szoke,HUN,19470808.0,,,,,,right-handed,unknown backhand,
f116,Peter,Fishbach,USA,19470829.0,,66.0,180.0,Bronx,NY,right-handed,unknown backhand,
,Bob,Lutz,USA,19470829.0,,,180.0,,,right-handed,unknown backhand,
d073,Dick,Dell,USA,19470929.0,,,,Washington,U.S.A.,right-handed,unknown backhand,
k002,Jun,Kamiwazumi,JPN,19471001.0,,,,Ishikawa,Japan,right-handed,unknown backhand,
,Marcello,Lara,MEX,19471005.0,,,,,,right-handed,unknown backhand,
e038,Ismail,El Shafei,EGY,19471115.0,,,,Cairo,Egypt,left-handed,unknown backhand,
s103,Toshiro,Sakai,JPN,19471123.0,,,,Tokyo,Japan,right-handed,unknown backhand,
a057,Lito,Alvarez,ARG,19471205.0,0.0,0.0,0.0,,,right-handed,unknown backhand,
c087,Karl,Coombes,AUS,19471217.0,,73.0,180.0,Sydney,Australia,right-handed,unknown backhand,
l083,David,Lloyd,GBR,19480103.0,,,,Leigh-on-Sea,England,right-handed,unknown backhand,
h101,Patrice,Hagelauer,FRA,19480105.0,,88.0,188.0,Marrakech,Morocco,right-handed,unknown backhand,
,Peter,Kanderal,SUI,19480116.0,,,,,,right-handed,unknown backhand,
b034,Ramiro,Benavides,BOL,19470130.0,,,,La Paz,Bolivia,right-handed,unknown backhand,
s142,Jasjit,Singh,IND,19480204.0,,,,,,right-handed,unknown backhand,
p155,Stanley,Pasarell,USA,19480211.0,,77.0,185.0,Santruce,Puerto Rico,right-handed,unknown backhand,
b123,John,Bartlett,AUS,19480317.0,,78.0,188.0,Woonona,Australia,right-handed,unknown backhand,
k097,Vladimir,Korotkov,,19480423.0,,,,Moscow,,right-handed,unknown backhand,
g031,Georges,Goven,FRA,19480426.0,,61.0,173.0,Lyon,France,right-handed,unknown backhand,
f068,Jurgen,Fassbender,GER,19480528.0,,,,Wesseling,Germany,right-handed,unknown backhand,
f066,Brian,Fairlie,NZL,19480613.0,,,173.0,,,right-handed,unknown backhand,
l061,Tom,Leonard,USA,19480715.0,,74.0,175.0,Des Moines,IA,right-handed,unknown backhand,
l065,Bill,Lofgren,USA,19480731.0,,,,,,right-handed,unknown backhand,
s297,Steve,Siegel,USA,19480904.0,,,,Teaneck,U.S.A.,right-handed,unknown backhand,
,Gene,Malin,USA,19481001.0,,,,,,right-handed,unknown backhand,
m335,Sever,Muresan,ROU,19481023.0,,,,,,right-handed,unknown backhand,
m145,Kenneth,McMillan,USA,19481125.0,,,,,,right-handed,unknown backhand,
f071,Ian,Fletcher,AUS,19481201.0,,,,Adelaide,Australia,right-handed,unknown backhand,
m151,Bernard,Mignot,BEL,19481203.0,,,,Verviers,Belgium,right-handed,unknown backhand,
y008,John,Yuill,RSA,19481212.0,,,,Durban,South Africa,right-handed,unknown backhand,
v051,Tito,Vazquez,ARG,19490101.0,,66.0,173.0,Orense,Spain,right-handed,unknown backhand,
p074,Andrew,Pattison,ZIM,19490130.0,,82.0,188.0,Pretoria,South Africa,right-handed,unknown backhand,
o017,Manuel,Orantes,ESP,19490206.0,,75.0,178.0,Granada,Spain,left-handed,unknown backhand,
g116,Zan,Guerry,USA,19490212.0,,,,Lookout Mt.,U.S.A.,right-handed,unknown backhand,
k041,Hans,Kary,AUT,19490223.0,,,172.0,Spittal,Austria,left-handed,unknown backhand,
h097,Pavel,Hutka,CZE,19490228.0,,,,Sumperk,Czechoslovakia,right-handed,unknown backhand,
g074,Bob,Giltinan,AUS,19490407.0,,,,Sydney,Australia,right-handed,unknown backhand,
m055,Karl,Meiler,GER,19490430.0,,75.0,178.0,Erlangen,Germany,right-handed,unknown backhand,
,Bill,Lloyd,AUS,19490507.0,,,,,,right-handed,unknown backhand,
t102,Larry,Turville,USA,19490604.0,,,,St. Petersburg,U.S.A.,right-handed,unknown backhand,
e040,Mike,Estep,USA,19490719.0,,73.0,173.0,Dallas,TX,right-handed,unknown backhand,
,Jim,Ward,USA,19490728.0,,,,,,right-handed,unknown backhand,
e039,Lars,Elvstrom,DEN,19490818.0,,,,Copenhagen,Denmark,right-handed,unknown backhand,
p085,Patrick,Proisy,FRA,19490910.0,,70.0,180.0,Eureux,France,right-handed,unknown backhand,
b059,Jeff,Borowiak,USA,19490925.0,,82.0,193.0,Berkeley,U.S.A.,right-handed,unknown backhand,
t049,Luis Felipe,Tavares,BRA,19490926.0,,,,,,right-handed,unknown backhand,
f073,John,Fort,USA,19490928.0,,,,Santa Monica,U.S.A.,right-handed,unknown backhand,
p044,Dale,Power,CAN,19491002.0,,,,Toronto,Canada,right-handed,unknown backhand,
h062,Norman,Holmes,USA,19491005.0,,,,Melbourne,USA,right-handed,unknown backhand,
c053,Doug,Crawford,USA,19491015.0,,98.0,188.0,Boston,USA,right-handed,unknown backhand,
c187,Kent,Crawford,USA,19491015.0,,,,Boston,USA,right-handed,unknown backhand,
,Wanaro,N'Godrella,FRA,19491019.0,,,,,,right-handed,unknown backhand,
p168,Larry,Parker,USA,19491023.0,,,,St. Louis,U.S.A.,right-handed,unknown backhand,
k046,Nicolas,Kelaidis,GRE,19491029.0,,73.0,0.0,Alexandria,Egypt,right-handed,one-handed backhand,
r063,Haroon,Rahim,PAK,19491112.0,,,,Lahore,Pakistan,right-handed,unknown backhand,
p030,Alejandro,Pierola,CHI,19491120.0,,,,,,right-handed,unknown backhand,
b131,Alvaro,Betancur,COL,19500103.0,,,,Medellin,Colombia,right-handed,unknown backhand,
d080,Patrice,Dominguez,FRA,19500112.0,,70.0,173.0,Algiers,Algeria,left-handed,unknown backhand,
z013,Antonio,Zugarelli,ITA,19500117.0,,,,Rome,Italy,right-handed,unknown backhand,
b106,Syd,Ball,AUS,19500124.0,,79.0,188.0,Sydney,Australia,right-handed,unknown backhand,
a058,George,Amaya,USA,19500212.0,1975.0,73.0,173.0,Weymouth,USA,left-handed,unknown backhand,Jim Shakespeare
d074,Phil,Dent,AUS,19500214.0,,78.0,183.0,Sydney,Australia,right-handed,unknown backhand,
w099,Pancho,Walthall,USA,19500216.0,,,,San Antonio,TX,right-handed,unknown backhand,
g073,Paul,Gerken,USA,19500315.0,,75.0,185.0,East Norwalk,CT,right-handed,unknown backhand,
h023,Kenichi,Hirai,JPN,19500319.0,,,,Tokyo,Japan,right-handed,unknown backhand,
p077,Noel,Phillips,AUS,19500328.0,,,,,,right-handed,unknown backhand,
,Dick,Bohrnstedt,USA,19500428.0,,,,,,right-handed,unknown backhand,
,George,Taylor,USA,19500504.0,,,,,,right-handed,unknown backhand,
d078,Steve,Docherty,AUS,19500506.0,,,,,,right-handed,unknown backhand,
s136,Louk,Sanders,NED,19500509.0,,,,,,right-handed,unknown backhand,
,F D,Robbins,USA,19500613.0,,,,,,right-handed,unknown backhand,
h210,Fred,Hemmes,NED,19810128.0,1999.0,78.0,183.0,Tilburg,The Netherlands,right-handed,unknown backhand,Raymon Knaap
p059,Adriano,Panatta,ITA,19500709.0,,,183.0,Rome,Italy,right-handed,unknown backhand,
,Fred,Mcnair,USA,19500722.0,,,183.0,,,right-handed,unknown backhand,
o033,Charles,Owens,USA,19500731.0,,,,Tuscaloosa,USA,right-handed,unknown backhand,
,Bob,Mckinley,USA,19500805.0,,,,,,right-handed,unknown backhand,
p177,Butch,Palmer,USA,19500904.0,,,,Phoenix,USA,right-handed,unknown backhand,
m139,Geoff,Masters,AUS,19500919.0,,,,Brisbane, Australia,right-handed,unknown backhand,
h066,Jiri,Hrebec,CZE,19500919.0,,,,Teplice,Czechoslovakia,right-handed,unknown backhand,
k009,Carlos,Kirmayr,BRA,19500923.0,,68.0,173.0,Sao Paulo,Brazil,right-handed,unknown backhand,
p083,Mike,Powers,USA,19500924.0,,,,Glen Cove,USA,right-handed,unknown backhand,
s123,Jeff,Simpson,NZL,19501029.0,,,,Hamilton,New Zealand,right-handed,unknown backhand,
c079,Peter,Campbell,AUS,19501110.0,,,,Melbourne,Australia,right-handed,unknown backhand,
d079,Peter,Doerner,AUS,19501117.0,,,,Sydney,Australia,right-handed,unknown backhand,
m132,Mike,Machette,USA,19510127.0,,,,Belvedre,USA,right-handed,unknown backhand,
g070,Alvin,Gardiner,AUS,19510211.0,,,,,,right-handed,unknown backhand,
j032,Kjell,Johansson,SWE,19510212.0,,,,Delasjofors,Sweden,right-handed,unknown backhand,
s090,Dick,Stockton,USA,19510218.0,,82.0,188.0,New York,U.S.A.,right-handed,unknown backhand,
,Welry,Fritz,CAN,19510219.0,,,,,,right-handed,unknown backhand,
v049,Erik,Van Dillen,USA,19510221.0,,70.0,183.0,San Mateo,USA,right-handed,unknown backhand,
d026,Eddie,Dibbs,USA,19510223.0,,73.0,170.0,Brooklyn,NY,right-handed,unknown backhand,
c010,Ricardo,Cano,ARG,19510226.0,,74.0,170.0,Buenos Aires,Argentina,right-handed,unknown backhand,
m281,Allan,McDonald,AUS,19510301.0,,,,Sydney,Australia,right-handed,unknown backhand,
m156,Antonio,Munoz,ESP,19510301.0,,,,Barcelona,Spain,right-handed,unknown backhand,
j029,John,James,AUS,19510307.0,,79.0,183.0,Adelaide,Australia,right-handed,unknown backhand,
f076,Bill,Freer,RSA,19510309.0,,,,Springs,South Africa,right-handed,unknown backhand,
f070,Rick,Fisher,USA,19510329.0,,,,,,right-handed,unknown backhand,
e063,Hans,Engert,GER,19510422.0,,,,Mannheim,Germany,right-handed,unknown backhand,
s062,Joao,Soares,BRA,19510425.0,,84.0,185.0,Limeira,Brazil,right-handed,unknown backhand,
b002,Joel,Bailey,USA,19510425.0,,,,West Palm Beach,U.S.A.,right-handed,unknown backhand,
c107,Mike,Collins,GBR,19510501.0,,,,,,right-handed,unknown backhand,
k053,Steve,Krulevitz,USA,19510530.0,1973.0,77.0,175.0,Baltimore,USA,right-handed,unknown backhand,
a014,John,Alexander,AUS,19510704.0,,82.0,191.0,Sydney,Australia,right-handed,unknown backhand,
a065,Jeff,Austin,USA,19510705.0,0.0,0.0,0.0,Rolling Hills,USA,right-handed,unknown backhand,
p055,Frank,Puncec,RSA,19510709.0,,,,,,right-handed,unknown backhand,
t051,Rolf,Thung,NED,19510727.0,1973.0,82.0,191.0,Naarden,The Netherlands,left-handed,unknown backhand,
h067,Max,Hurlimann,SUI,19510730.0,,,,,,right-handed,unknown backhand,
b129,Paolo,Bertolucci,ITA,19510803.0,,82.0,175.0,Forte Dei Marmi,Italy,right-handed,unknown backhand,
b132,Woody,Blocher,USA,19510824.0,,73.0,173.0,Pasadena,U.S.A.,right-handed,unknown backhand,
r068,Grover Raz,Reid,USA,19510827.0,,,,Greenville,U.S.A.,right-handed,unknown backhand,
g048,Tim,Gullikson,USA,19510908.0,,79.0,180.0,Lacrosse,U.S.A.,right-handed,unknown backhand,
g049,Tom,Gullikson,USA,19510908.0,,77.0,180.0,Lacrosse,U.S.A.,left-handed,unknown backhand,
g125,George,Glowa,USA,19511001.0,,81.0,188.0,Buenos Aires,Argentina,right-handed,unknown backhand,
t006,Roscoe,Tanner,USA,19511015.0,,77.0,183.0,Chattanooga,TN,left-handed,unknown backhand,
b009,Luis,Baraldi,MEX,19511021.0,,,,,,right-handed,unknown backhand,
c020,Ross,Case,AUS,19511101.0,,,,Toowoomba,Australia,right-handed,unknown backhand,
a061,Jorge,Andrew,VEN,19511102.0,,88.0,511.0,Caracas,Venezuela,right-handed,one-handed backhand,
f011,Peter,Feigl,AUT,19511130.0,,77.0,183.0,Vienna,Austria,right-handed,unknown backhand,
g170,Gary,Groslimond,USA,19520103.0,,,,Daytona Beach,USA,right-handed,unknown backhand,
g029,Brian,Gottfried,USA,19520127.0,,75.0,183.0,Baltimore,MD,right-handed,one-handed backhand,
n048,Rolf,Norberg,SWE,19520131.0,,,,,,right-handed,unknown backhand,
a062,John,Andrews,USA,19520205.0,0.0,0.0,0.0,Houston,USA,right-handed,unknown backhand,
l052,Lajos,Levai,YUG,19520207.0,,,,,,right-handed,unknown backhand,
l062,Cliff,Letcher,AUS,19520209.0,,,,Pyramid Hill,Australia,right-handed,unknown backhand,
f008,John,Feaver,GBR,19520216.0,,79.0,191.0,Fleet,England,right-handed,unknown backhand,
s138,Rayno,Seegers,RSA,19520229.0,,,,,,right-handed,unknown backhand,
n042,Denis,Naegelen,FRA,19520314.0,,,,,,right-handed,unknown backhand,
g157,Joe,Garcia,USA,19520317.0,,,,Knoxville,USA,right-handed,unknown backhand,
a021,Anand,Amritraj,IND,19520320.0,0.0,77.0,185.0,Madras,India,right-handed,unknown backhand,
c082,Jean Francois,Caujolle,FRA,19530331.0,,,,Marseille,France,left-handed,unknown backhand,
m039,Sandy,Mayer,USA,19520405.0,,70.0,178.0,Flushing,NY,right-handed,unknown backhand,
w006,Kim,Warwick,AUS,19520408.0,,77.0,183.0,Sydney,Australia,right-handed,unknown backhand,
d063,Eric,Deblicker,FRA,19520417.0,,,178.0,,,right-handed,unknown backhand,
k048,Hartmut,Kirchhubel,GER,19520423.0,,,,,,right-handed,unknown backhand,
m081,Terry,Moor,USA,19520423.0,,73.0,178.0,Hartford,CT,left-handed,unknown backhand,
t099,Jacques,Thamin,FRA,19520523.0,,,,,,right-handed,unknown backhand,
g071,Frank,Gebert,GER,19520611.0,,,,,,right-handed,unknown backhand,
c075,Mike,Cahill,USA,19520617.0,1974.0,75.0,183.0,Waukesha,USA,right-handed,unknown backhand,
